"id";"films";"url"
1;https://swapi.dev/api/films/1/;https://swapi.dev/api/starships/2/
1;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/2/
1;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/2/
2;https://swapi.dev/api/films/1/;https://swapi.dev/api/starships/3/
2;https://swapi.dev/api/films/2/;https://swapi.dev/api/starships/3/
2;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/3/
3;https://swapi.dev/api/films/1/;https://swapi.dev/api/starships/5/
4;https://swapi.dev/api/films/1/;https://swapi.dev/api/starships/9/
5;https://swapi.dev/api/films/1/;https://swapi.dev/api/starships/10/
5;https://swapi.dev/api/films/2/;https://swapi.dev/api/starships/10/
5;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/10/
6;https://swapi.dev/api/films/1/;https://swapi.dev/api/starships/11/
6;https://swapi.dev/api/films/2/;https://swapi.dev/api/starships/11/
6;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/11/
7;https://swapi.dev/api/films/1/;https://swapi.dev/api/starships/12/
7;https://swapi.dev/api/films/2/;https://swapi.dev/api/starships/12/
7;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/12/
8;https://swapi.dev/api/films/1/;https://swapi.dev/api/starships/13/
9;https://swapi.dev/api/films/2/;https://swapi.dev/api/starships/15/
9;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/15/
10;https://swapi.dev/api/films/2/;https://swapi.dev/api/starships/17/
10;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/17/
11;https://swapi.dev/api/films/2/;https://swapi.dev/api/starships/21/
11;https://swapi.dev/api/films/5/;https://swapi.dev/api/starships/21/
12;https://swapi.dev/api/films/2/;https://swapi.dev/api/starships/22/
12;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/22/
13;https://swapi.dev/api/films/2/;https://swapi.dev/api/starships/23/
13;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/23/
14;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/27/
15;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/28/
16;https://swapi.dev/api/films/3/;https://swapi.dev/api/starships/29/
17;https://swapi.dev/api/films/4/;https://swapi.dev/api/starships/31/
18;https://swapi.dev/api/films/4/;https://swapi.dev/api/starships/32/
18;https://swapi.dev/api/films/5/;https://swapi.dev/api/starships/32/
18;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/32/
19;https://swapi.dev/api/films/4/;https://swapi.dev/api/starships/39/
19;https://swapi.dev/api/films/5/;https://swapi.dev/api/starships/39/
20;https://swapi.dev/api/films/4/;https://swapi.dev/api/starships/40/
21;https://swapi.dev/api/films/4/;https://swapi.dev/api/starships/41/
22;https://swapi.dev/api/films/5/;https://swapi.dev/api/starships/43/
23;https://swapi.dev/api/films/5/;https://swapi.dev/api/starships/47/
24;https://swapi.dev/api/films/5/;https://swapi.dev/api/starships/48/
24;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/48/
25;https://swapi.dev/api/films/5/;https://swapi.dev/api/starships/49/
26;https://swapi.dev/api/films/5/;https://swapi.dev/api/starships/52/
27;https://swapi.dev/api/films/5/;https://swapi.dev/api/starships/58/
28;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/59/
29;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/61/
30;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/63/
31;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/64/
32;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/65/
33;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/66/
34;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/68/
35;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/74/
36;https://swapi.dev/api/films/6/;https://swapi.dev/api/starships/75/
