"id";"films";"url"
1;https://swapi.dev/api/films/1/;https://swapi.dev/api/people/1/
1;https://swapi.dev/api/films/2/;https://swapi.dev/api/people/1/
1;https://swapi.dev/api/films/3/;https://swapi.dev/api/people/1/
1;https://swapi.dev/api/films/6/;https://swapi.dev/api/people/1/
2;https://swapi.dev/api/films/1/;https://swapi.dev/api/people/2/
2;https://swapi.dev/api/films/2/;https://swapi.dev/api/people/2/
2;https://swapi.dev/api/films/3/;https://swapi.dev/api/people/2/
2;https://swapi.dev/api/films/4/;https://swapi.dev/api/people/2/
2;https://swapi.dev/api/films/5/;https://swapi.dev/api/people/2/
2;https://swapi.dev/api/films/6/;https://swapi.dev/api/people/2/
3;https://swapi.dev/api/films/1/;https://swapi.dev/api/people/3/
3;https://swapi.dev/api/films/2/;https://swapi.dev/api/people/3/
3;https://swapi.dev/api/films/3/;https://swapi.dev/api/people/3/
3;https://swapi.dev/api/films/4/;https://swapi.dev/api/people/3/
3;https://swapi.dev/api/films/5/;https://swapi.dev/api/people/3/
3;https://swapi.dev/api/films/6/;https://swapi.dev/api/people/3/
4;https://swapi.dev/api/films/1/;https://swapi.dev/api/people/4/
4;https://swapi.dev/api/films/2/;https://swapi.dev/api/people/4/
4;https://swapi.dev/api/films/3/;https://swapi.dev/api/people/4/
4;https://swapi.dev/api/films/6/;https://swapi.dev/api/people/4/
5;https://swapi.dev/api/films/1/;https://swapi.dev/api/people/5/
5;https://swapi.dev/api/films/2/;https://swapi.dev/api/people/5/
5;https://swapi.dev/api/films/3/;https://swapi.dev/api/people/5/
5;https://swapi.dev/api/films/6/;https://swapi.dev/api/people/5/
6;https://swapi.dev/api/films/1/;https://swapi.dev/api/people/6/
6;https://swapi.dev/api/films/5/;https://swapi.dev/api/people/6/
6;https://swapi.dev/api/films/6/;https://swapi.dev/api/people/6/
7;https://swapi.dev/api/films/1/;https://swapi.dev/api/people/7/
7;https://swapi.dev/api/films/5/;https://swapi.dev/api/people/7/
7;https://swapi.dev/api/films/6/;https://swapi.dev/api/people/7/
